OverallQual,MSSubClass_150,Heating_Grav,RoofMatl_ClyTile,Heating_GasW,Heating_GasA,RoofMatl_WdShngl,Heating_Wall,Heating_OthW,Heating_Floor,MSZoning_C (all),GrLivArea,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Tar&Grv,SalePrice
6,0,0,0,0,1,0,0,0,0,0,7.490529402060711,0,0,0,12.014615485902027
6,0,0,0,0,1,0,0,0,0,0,7.018401799069201,0,0,0,11.982935344196433
5,0,0,0,0,1,0,0,0,0,0,7.260522598089852,0,0,0,11.848690308590857
6,0,0,0,0,1,0,0,0,0,0,7.327123292259293,0,0,0,11.938199736300925
5,0,0,0,0,1,0,0,0,0,0,7.640603826393634,0,0,0,11.813037464800539
6,0,0,0,0,1,1,0,0,0,0,7.208600337960199,0,0,0,12.034696963475044
5,0,0,0,0,1,0,0,0,0,0,7.467942332285852,0,0,0,11.728044909070785
8,0,0,0,0,1,0,0,0,0,0,7.349230824613334,0,0,0,12.252483791602627
7,0,0,0,0,1,0,0,0,0,0,7.252762418053187,0,0,0,11.320565693461432
5,0,0,0,0,1,0,0,0,0,0,6.963189985870238,0,0,0,11.845109950883979
6,0,0,0,0,1,0,0,0,0,0,6.963189985870238,0,0,0,11.87757552297847
6,0,0,0,0,1,0,0,0,0,0,8.130353547431238,0,0,0,12.206077645517674
2,0,1,0,0,0,0,0,0,0,0,6.68586094706836,0,0,0,11.002116507732017
5,0,0,0,0,1,0,0,0,0,0,7.23561914106675,0,0,0,11.440365524765756
5,0,0,0,0,1,0,0,0,0,0,6.680854678790215,0,0,0,11.350418300109132
8,0,0,0,0,1,0,0,0,0,0,7.357556200910353,0,0,0,12.485830907348902
8,0,0,0,0,1,0,0,0,0,0,7.325807502595773,0,0,0,12.520887034998584
7,0,0,0,0,1,0,0,0,0,0,7.5652752818989315,0,0,0,12.328294703023394
8,0,0,0,0,1,0,0,0,0,0,7.902857191280582,0,0,0,12.75130259456002
5,0,0,0,0,1,0,0,0,0,0,7.390798521735676,0,0,0,11.931642378754141
9,0,0,0,0,1,0,0,0,0,0,7.4770384723196965,0,0,0,12.823631142839984
6,0,0,0,0,1,0,0,0,0,0,6.889591308354466,0,0,0,11.872353615355413
5,0,0,0,0,1,0,0,0,0,0,6.955592608396297,0,0,0,11.495789479023493
6,0,0,0,0,1,0,0,0,0,0,6.9985096422506015,0,0,0,11.951186847493476
6,0,0,0,0,1,0,0,0,0,0,7.517520850603031,0,0,0,11.951186847493476
4,0,0,0,0,1,0,0,0,0,0,6.447305862541213,0,0,0,11.344518647594766
7,0,0,0,0,1,0,0,0,0,0,7.418180822726788,0,0,0,12.235393555399902
4,0,0,0,0,1,0,0,0,0,0,7.32052696227274,0,0,0,11.58989576532275
7,0,0,0,0,1,0,0,0,0,0,7.448333860897476,0,0,0,12.160033942617156
6,0,0,0,0,1,0,0,0,0,0,7.293017679772782,0,0,0,11.813037464800539
8,0,0,0,0,1,0,0,0,0,0,7.656337166430183,0,0,0,12.765691290604371
6,0,0,0,0,1,0,0,0,0,0,6.996681488176539,0,0,0,11.385103457032141
5,0,0,0,0,1,0,0,0,0,0,6.960347729101308,0,0,0,11.8879382384223
7,0,0,0,0,1,0,0,0,0,0,7.315218389752975,0,0,0,11.91170829631447
6,0,0,0,0,1,0,0,0,0,0,7.285506548522785,0,0,0,11.487617913343598
5,0,0,0,0,1,0,0,0,0,0,7.304515946460155,0,0,0,12.025755079404917
7,0,0,0,0,1,0,0,0,0,0,7.568379267836522,0,0,0,12.19552218463499
8,0,0,0,0,1,0,0,0,0,0,7.803435056952168,0,0,0,12.904209855160254
6,0,0,0,0,1,0,0,0,0,0,7.239214973779806,0,0,0,11.608244735642321
4,0,0,0,0,1,0,0,0,0,0,7.074963197966044,0,0,0,11.83138646878959
8,0,0,0,0,1,0,0,0,0,0,7.6487397889562425,0,0,0,12.955129822091815
8,0,0,0,0,1,0,0,0,0,0,7.5688956634069955,0,0,0,12.348010479804223
6,0,0,0,0,1,0,0,0,0,0,7.7752758464868625,0,0,1,11.767575435251748
6,0,0,0,0,1,0,0,0,0,0,7.426549072397305,0,0,0,12.173037959397275
5,0,0,0,0,1,0,0,0,0,0,7.271008538280992,0,0,0,12.031725210748633
4,0,0,0,0,1,0,0,0,0,0,7.074116816197362,0,0,0,11.83138646878959
6,0,0,0,0,1,0,0,0,0,0,7.29776828253138,0,0,0,12.063938642041201
6,0,0,0,0,1,0,0,0,0,0,7.222566018822171,0,0,0,11.548302261270587
6,0,0,0,0,1,0,0,0,0,0,7.097548850614793,0,0,0,12.013706813470414
6,0,0,0,0,1,0,0,0,0,0,7.517520850603031,0,0,0,12.458778882573533
6,0,0,0,0,1,0,0,0,0,0,7.036148493750536,0,0,0,11.849404844423074
6,0,0,0,0,1,0,0,0,0,0,7.273786317844895,0,0,0,11.908346971208951
4,0,0,0,1,0,0,0,0,0,0,7.4815557019095165,0,0,0,11.373674891823535
5,0,0,0,0,1,0,0,0,0,0,6.675823221634848,0,0,0,11.603688960617083
8,0,0,0,0,1,0,0,0,0,0,7.624130585661289,0,0,0,12.827995001361906
5,0,0,0,0,1,0,0,0,0,0,6.8966943316227125,0,0,0,11.763691965388299
6,0,0,0,0,1,0,0,0,0,0,6.828712071641684,0,0,0,11.870606902224587
5,0,0,0,0,1,0,0,0,0,0,7.327123292259293,0,0,0,11.979391594635791
6,0,0,0,0,1,0,0,0,0,0,7.163946684342547,0,0,0,12.06105265381003
9,0,0,0,0,1,0,0,0,0,0,7.419979923661835,0,0,0,12.560247968016562
7,0,0,0,0,1,0,0,0,0,0,7.517520850603031,0,0,0,12.30592250537653
7,0,0,0,0,1,0,0,0,0,0,7.645397699428633,0,0,0,12.242891437918386
7,0,0,0,0,1,0,0,0,0,0,7.474204806496124,0,0,0,12.336556900342153
7,0,0,0,0,1,0,0,0,0,0,7.005789019253503,0,0,0,11.910365121788654
8,0,0,0,0,1,0,0,0,0,0,7.258412150595307,0,0,0,12.879019669789754
6,0,0,0,0,1,0,0,0,0,0,7.217443431696533,0,0,0,12.179220327453931
6,0,0,0,0,1,0,0,0,0,0,6.744059186311348,0,0,0,11.856522261533737
10,0,0,0,0,1,1,0,0,0,0,8.370315995555478,0,0,0,13.534474352733596
7,0,0,0,0,1,0,0,0,0,0,7.832014180505469,0,0,0,12.721888795877375
5,0,0,0,0,1,0,0,0,0,0,6.97914527506881,0,0,0,11.59433032142082
5,0,0,0,0,1,0,0,0,0,0,7.3395376954076745,0,0,0,11.860062063178267
6,0,0,0,0,1,0,0,0,0,0,7.037027614686276,0,0,0,12.07824495582233
5,0,0,0,0,1,0,0,0,0,0,6.424869023905388,0,0,0,11.39640288460621
5,0,0,0,0,1,0,0,0,0,0,7.046647277848756,0,0,0,11.724004532183379
5,0,0,0,0,1,0,0,0,0,0,6.796823718274855,0,0,0,11.83863282480007
7,0,0,0,0,1,0,0,0,0,0,7.238496840894365,0,0,0,12.185875040240456
8,0,0,0,0,1,0,0,0,0,0,7.496097345175956,0,0,0,12.652362948153474
7,0,0,0,0,1,0,0,0,0,0,7.060476365999801,0,0,0,11.849404844423074
8,0,0,0,0,1,0,0,0,0,0,7.854381210652365,0,0,0,12.799178471909892
5,0,0,0,0,1,0,0,0,0,0,7.502738210754851,0,0,0,11.849404844423074
7,0,0,0,0,1,0,0,0,0,0,7.3031700512368,0,0,0,12.269052139516223
4,0,0,0,0,1,0,0,0,0,0,6.996681488176539,0,0,0,10.915106645867503
7,0,0,0,0,1,0,0,0,0,0,7.509335266016592,0,0,0,12.618185607609803
8,0,0,0,0,1,0,0,0,0,0,7.1891677384203225,0,0,0,12.445093483000798
7,0,0,0,0,1,0,0,0,0,0,7.284134806195205,0,0,0,12.09815887308463
5,0,0,0,0,1,0,0,0,0,0,6.807934943699926,0,0,0,11.60733523953139
3,0,0,0,0,1,0,0,0,0,0,6.593044534142437,0,0,0,10.859018228147887
4,0,0,0,0,1,0,0,0,0,1,7.072421900537371,0,0,0,11.54031687156214
8,0,0,0,0,1,0,0,0,0,0,7.113956109566034,0,0,0,12.149507585033072
4,0,0,0,1,0,0,0,0,0,0,6.8679744089702925,0,0,0,11.767575435251748
6,0,0,0,0,1,0,0,0,0,0,7.299797366758161,0,0,0,11.779136168550774
6,0,0,0,0,1,0,0,0,0,0,7.208600337960199,0,0,0,12.013706813470414
7,0,0,0,0,1,0,0,0,0,0,7.845807502637805,0,0,0,11.979805470779858
5,0,0,0,0,1,0,0,0,0,0,7.072421900537371,0,0,0,11.964007453736912
7,0,0,0,0,1,0,0,0,0,0,7.791109510610028,0,0,0,12.739640688812674
5,0,0,0,0,1,0,0,0,0,0,6.879355804460439,0,0,0,11.763691965388299
8,0,0,0,0,1,0,0,0,0,0,7.463363045520021,0,0,0,12.524530013005734
6,0,0,0,0,1,0,0,0,0,0,6.744059186311348,0,0,0,11.870606902224587
4,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.732069026983156
4,0,0,0,0,1,0,0,0,0,0,7.293697720601438,0,0,0,11.813037464800539
9,0,0,0,0,1,0,0,0,0,0,7.4377951216719325,0,0,0,12.676079399771027
4,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.699413330633599
6,0,0,0,0,1,0,0,0,0,0,7.427144133408616,0,0,0,12.310437165348775
7,0,0,0,0,1,0,0,0,0,0,7.117205503164344,0,0,0,12.178192583415596
5,0,0,0,0,1,0,0,0,0,0,7.482681828154651,0,0,0,11.608244735642321
4,0,0,0,0,1,0,0,0,0,0,7.097548850614793,0,0,0,11.542493975902508
8,0,0,0,0,1,0,0,0,0,0,7.388327859577107,0,0,0,12.373707715234994
7,0,0,0,0,1,0,0,0,0,0,7.044905117129371,0,0,0,12.141539457711714
7,0,0,0,0,1,0,0,0,0,0,7.616775808698373,0,0,0,12.312686874960354
5,0,0,0,0,1,0,0,0,0,0,7.0431599159883405,0,0,0,11.786008995353765
5,0,0,0,0,1,0,0,0,0,0,6.855408798609928,0,0,0,11.58989576532275
7,0,0,0,1,0,0,0,0,0,0,7.478169694159785,0,0,0,12.001511614739405
3,0,0,0,0,1,0,0,0,0,0,6.947937068614969,0,0,0,11.445727410406752
8,0,0,0,0,1,0,0,0,0,0,7.496652438168283,0,0,0,12.3879816172226
5,0,0,0,0,1,0,0,0,0,0,7.0909098220799835,0,0,0,12.095146671399466
7,0,0,0,0,1,0,0,0,0,0,7.455298485683291,0,0,0,12.154784614286667
5,0,0,0,0,1,0,0,0,0,0,7.267525427828172,0,0,0,11.790564777297387
6,0,0,0,0,1,0,0,0,0,0,6.816735880594968,0,0,0,11.863589378812122
7,0,0,0,0,1,0,0,0,0,0,7.2078598714324755,0,0,0,12.095146671399466
5,0,0,0,0,1,0,0,0,0,0,7.289610521451167,0,0,0,12.07254696717504
8,0,0,0,0,1,0,0,0,0,0,7.198931240688173,0,0,0,12.100717685412471
8,0,0,0,0,1,0,0,0,0,0,7.906915488678587,0,0,0,12.61087420020211
7,0,0,0,0,1,0,0,0,0,0,7.721791776817535,0,0,0,12.371591321286905
7,0,0,0,1,0,0,0,0,0,0,7.878912912297133,0,0,0,12.491176396967154
7,0,0,0,0,1,0,0,0,0,0,7.450660796211539,0,0,0,12.469978029554953
4,0,0,0,0,0,0,1,0,0,0,7.333023014386481,0,0,0,11.49273296168228
4,0,0,0,0,1,0,0,0,0,0,7.039660349862076,0,0,0,11.477308649967686
7,0,0,0,0,1,0,0,0,0,0,7.186144304522325,0,0,0,11.995357787034976
6,0,0,0,0,1,0,0,0,0,0,7.3098814858247865,0,0,0,12.28765724080691
8,0,0,0,0,1,0,0,0,0,0,7.649216319820633,0,0,0,12.526346537332584
6,0,0,0,0,1,0,0,0,0,0,6.934397209928558,0,0,0,11.957617696467539
6,0,0,0,0,1,0,0,0,0,0,7.294377299288821,0,0,0,12.058158312538197
8,0,0,0,0,1,0,0,0,0,0,7.478169694159785,0,0,0,12.264346270624157
6,0,0,0,0,1,0,0,0,0,0,7.234898420314831,0,0,0,11.97603664577121
7,0,0,0,0,1,0,0,0,0,0,7.31455283232408,0,0,0,12.097378802727306
8,0,0,0,0,1,0,0,0,0,0,7.836764783264067,0,0,0,12.577639650232573
6,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.755879486687116
5,0,0,0,0,1,0,0,0,0,0,7.171656822768514,0,0,0,11.51293546492023
7,0,0,0,0,1,0,0,0,0,0,7.344719054149673,0,0,0,12.279327754099118
8,0,0,0,0,1,0,0,0,0,0,7.768956044538332,0,0,0,12.727841176689147
8,0,0,0,0,1,0,0,0,0,0,7.3098814858247865,0,0,0,12.506180941677357
9,0,0,0,0,1,0,0,0,0,0,7.317876198626496,0,0,0,12.484208043148733
7,0,0,0,0,1,0,0,0,0,0,7.44716835960004,0,0,0,12.188422799337028
6,0,0,0,0,1,0,0,0,0,0,7.467942332285852,0,0,0,11.982935344196433
7,0,0,0,0,1,0,0,0,0,0,7.515889085215125,0,0,0,12.28690580994122
8,0,0,0,0,1,0,0,0,0,0,8.09559870137819,0,0,0,13.195615697878253
5,0,0,0,0,1,0,0,0,0,0,6.755768921984255,0,0,0,11.812296455066814
4,0,0,0,0,1,0,0,0,0,0,7.107425474110705,0,0,0,11.532737896139919
6,0,0,0,0,1,0,0,0,0,0,7.0192966537150445,0,0,0,11.580593459194764
5,0,0,0,0,1,0,0,0,0,0,6.816735880594968,0,0,0,11.648338835562747
8,0,0,0,0,1,0,0,0,0,0,7.587817219993427,0,0,0,12.886643575525625
6,0,0,0,0,1,0,0,0,0,0,7.094234845924755,0,0,0,11.995357787034976
7,0,0,0,0,1,0,0,0,0,0,7.387090235656757,0,0,0,12.308182383129823
5,0,0,0,0,1,0,0,0,0,0,6.796823718274855,0,0,0,11.86710429621008
5,0,0,0,0,1,0,0,0,0,0,7.611347717403621,0,0,0,11.87757552297847
6,0,0,0,0,1,0,0,0,0,0,6.912742820493176,0,0,0,11.813037464800539
7,0,0,0,0,1,0,0,0,0,0,7.134093721192866,0,0,0,12.07824495582233
6,0,0,0,0,1,0,0,0,0,0,7.38025578842646,0,0,0,12.077676615757813
7,0,0,0,0,1,0,0,0,0,0,7.266128779556451,0,0,0,12.139403856983334
5,0,0,0,0,1,0,0,0,0,0,7.01301578963963,0,0,0,12.016732516077072
6,0,0,0,0,1,0,0,0,0,0,7.3031700512368,0,0,0,11.759793355371237
6,0,0,0,0,1,0,0,0,0,0,7.202661196523238,0,0,0,11.992266613576142
5,0,0,0,0,1,0,0,0,0,0,7.410347097821024,0,0,0,11.842236406331555
7,0,0,0,0,1,0,0,0,0,0,7.642524134232902,0,0,0,12.358798024384122
4,0,0,0,0,1,0,0,0,0,0,6.804614520062624,0,0,0,11.588969419043872
6,0,0,0,0,1,0,0,0,0,0,7.643961949002529,0,0,0,12.141539457711714
7,0,0,0,0,1,0,0,0,0,0,7.044032897274685,0,0,0,11.984184555794167
6,0,0,0,0,1,0,0,0,0,0,6.968850378341948,0,0,0,11.896833207128452
7,0,0,0,0,1,0,0,0,0,0,7.607878073278507,0,0,0,12.505402864156405
8,0,0,0,0,1,0,0,0,0,0,7.311218384419629,0,0,0,12.323860125621126
7,0,0,0,0,1,0,0,0,0,0,7.547501682814967,0,0,0,12.178192583415596
6,0,0,0,0,1,0,0,0,0,0,7.355641102974253,0,0,0,12.049424683420915
6,0,0,0,0,1,0,0,0,0,0,7.1592919047975645,0,0,0,11.874097282798648
5,0,0,0,0,1,0,0,0,0,0,6.651571873589727,0,0,0,11.608244735642321
9,0,0,0,0,1,0,0,0,0,0,8.052296499538647,0,0,0,13.091906231773164
5,0,0,0,0,1,0,0,0,0,0,7.478169694159785,0,0,0,12.07254696717504
6,0,0,0,0,1,0,0,0,0,0,7.4318919168078,0,0,0,12.206077645517674
4,0,0,0,0,1,0,0,0,0,0,7.087573705557973,0,0,0,11.60733523953139
7,0,0,0,0,1,0,0,0,0,0,7.284134806195205,0,0,0,12.149507585033072
9,0,0,0,0,1,0,0,0,0,0,7.945555428253489,0,0,0,13.275829251377
5,0,0,0,0,1,0,0,0,0,0,7.029087564149662,0,0,0,11.678448377988165
7,0,0,0,0,1,0,0,0,0,0,7.264730177929867,0,0,0,12.335700805443338
5,0,0,0,0,1,0,0,0,0,0,6.8885724595653635,0,0,0,11.816734299348461
5,0,0,0,0,1,0,0,0,0,0,7.3632795869630385,0,0,0,12.317171167298682
5,0,0,0,0,1,0,0,0,0,0,6.99117688712121,0,0,0,11.982622797311857
5,0,0,0,0,1,0,0,0,0,0,7.668093709082406,0,0,0,11.571203807011969
6,0,0,0,0,1,0,0,0,0,0,7.177782416195197,0,0,0,12.10625783509458
6,0,0,0,0,1,0,0,0,0,0,6.744059186311348,0,0,0,11.881041706925902
5,0,0,0,0,1,0,0,0,0,1,6.951772164398911,0,0,0,10.932999821119937
6,0,0,0,0,1,0,0,0,0,0,7.274479558773871,0,0,0,11.969723533345908
5,0,0,0,1,0,0,0,0,0,0,7.1316985104669115,0,0,0,11.661354090741
7,0,0,0,0,1,0,0,0,0,0,7.415776975415394,0,0,0,12.323415584358154
5,0,0,0,0,1,0,0,0,0,0,6.9167150203536085,0,0,0,11.827743504053695
8,0,0,0,0,1,0,0,0,0,0,7.432483807917119,0,0,0,12.509877789891931
6,0,0,0,0,1,0,0,0,0,0,6.959398512133975,0,0,0,11.951186847493476
7,0,0,0,0,1,0,0,0,0,0,7.214504414151143,0,0,0,12.319405795112926
7,0,0,0,0,1,0,0,0,0,0,7.403061091090091,0,0,0,12.117246896289503
4,0,0,0,0,1,0,0,0,0,0,6.842683282238422,0,0,0,11.440365524765756
7,0,0,0,0,1,0,0,0,0,0,7.458186157340487,0,0,0,12.323860125621126
6,0,0,0,0,1,0,0,0,0,0,7.306531398939505,0,0,0,11.845827048676645
8,0,0,0,0,1,0,0,0,0,0,7.306531398939505,0,0,0,12.357079818283598
10,0,0,0,0,1,0,0,0,0,0,7.642524134232902,0,0,0,12.861001210669146
5,0,0,0,0,1,0,0,0,0,0,6.665683717782408,0,0,0,11.603688960617083
7,0,0,0,0,1,0,0,0,0,0,7.268920128193722,0,0,0,12.149507585033072
5,0,0,0,0,1,0,0,0,0,0,7.6624678152002375,0,0,1,12.128116509451258
7,0,0,0,0,1,0,0,0,0,0,7.1098794630722715,0,0,0,11.900912042974875
6,0,0,0,0,1,0,0,0,0,0,7.239214973779806,0,0,0,12.019749091416921
7,0,0,0,0,1,0,0,0,0,0,7.0909098220799835,0,0,0,11.92504173829169
7,0,0,0,0,1,0,0,0,0,0,7.512071245835466,0,0,0,12.37581963951765
6,0,0,0,0,1,0,0,0,0,0,7.324489979348532,0,0,0,12.025755079404917
5,0,0,0,0,1,0,0,0,0,0,7.0431599159883405,0,0,0,11.849047640327147
4,0,0,0,0,1,0,0,0,0,0,6.97354301952014,0,0,0,11.759793355371237
5,0,0,0,0,1,0,0,0,0,0,7.352441100243583,0,0,0,11.941462360646149
6,0,0,0,0,1,0,0,0,0,0,6.895682697747868,0,0,0,11.51293546492023
5,0,0,0,0,1,0,0,0,0,0,7.003065458786462,0,0,0,11.87757552297847
5,0,0,0,0,1,0,0,0,0,0,7.0909098220799835,0,0,0,11.779136168550774
6,0,0,0,0,1,0,0,0,0,0,7.301822342137932,0,0,0,11.849404844423074
5,0,0,0,0,1,0,0,0,0,0,7.3395376954076745,0,0,0,11.967187086434018
6,0,0,0,0,1,0,0,0,0,0,7.061334366910438,0,0,0,12.071975378543236
5,0,0,0,0,1,0,0,0,0,0,7.496097345175956,0,0,0,11.856522261533737
5,0,0,0,0,1,0,0,0,0,0,7.256297239690681,0,0,0,11.944064817531656
5,0,0,0,0,1,0,0,0,0,0,7.43955930913332,0,0,0,12.049424683420915
7,0,0,0,0,1,0,0,0,0,0,7.4821189235521155,0,0,0,12.269052139516223
5,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.80186424743109
6,0,0,0,0,1,0,0,0,0,0,7.765993079407675,0,0,0,12.388398368982115
6,0,0,0,0,1,0,0,0,0,0,7.526178913346146,0,0,0,12.138869243416009
6,0,0,0,0,1,0,0,0,0,0,6.744059186311348,0,0,0,11.78676973513378
8,0,0,0,0,1,0,0,0,0,0,7.284134806195205,0,0,0,12.278397958261774
7,0,0,0,0,1,0,0,0,0,0,7.4067107301776405,0,0,0,12.00762780434872
6,0,0,0,0,1,0,0,0,0,0,7.27655640271871,0,0,0,11.970356641102999
5,0,0,0,0,1,0,0,0,0,0,7.484368643286131,0,0,0,12.04355959836804
5,0,0,0,0,1,0,0,0,0,0,6.947937068614969,0,0,0,11.751950239425476
6,0,0,0,0,1,0,0,0,0,0,6.934397209928558,0,0,0,11.898194668458823
6,0,0,0,0,1,0,0,0,0,0,7.301147805856032,0,0,0,12.066816325306588
7,0,0,0,0,1,0,0,0,0,0,7.223295679562314,0,0,0,11.931642378754141
6,0,0,0,0,1,0,0,0,0,0,7.884199933676039,0,0,0,12.429220196836383
7,0,0,0,0,1,0,0,0,0,0,7.2633296174768365,0,0,0,12.154521423145216
5,0,0,0,0,1,0,0,0,0,0,6.946975992135418,0,0,0,11.78676973513378
6,0,0,0,0,1,0,0,0,0,0,7.001245622069476,0,0,0,11.931642378754141
5,0,0,0,0,1,0,0,0,0,0,7.046647277848756,0,0,0,11.794345471549745
7,0,0,0,0,1,0,0,0,0,0,7.224753405767971,0,0,0,12.43153750053306
5,0,0,0,0,1,0,0,0,0,0,6.910750787961936,0,0,0,11.908346971208951
8,0,0,0,0,1,0,0,0,0,0,7.4067107301776405,0,0,0,12.424810506025395
4,0,0,0,0,1,0,0,0,0,0,7.02197642307216,0,0,0,11.767575435251748
5,0,0,0,0,1,0,0,0,0,0,7.749753406274437,0,0,0,12.037659911047468
7,0,0,0,0,1,0,0,0,0,0,7.575584651557793,0,0,0,12.371591321286905
5,0,0,0,0,1,0,0,0,0,0,6.796823718274855,0,0,0,11.603688960617083
6,0,0,0,0,1,0,0,0,0,0,7.428333194190806,0,0,0,12.208574513247495
5,0,0,0,0,1,0,0,0,0,0,6.814542897259958,0,0,0,11.661354090741
5,0,0,0,0,1,0,0,0,0,0,7.1459844677143876,0,0,0,11.798111925972618
5,0,0,0,0,1,0,0,0,0,0,7.0317412587631285,0,0,0,11.104972264124868
8,0,0,0,0,1,0,0,0,0,0,7.8674885686991285,0,0,0,12.623064399210183
4,0,0,0,0,1,0,0,0,0,0,6.947937068614969,0,0,0,11.792456911128632
9,0,0,0,0,1,0,0,0,0,0,7.707512194600341,0,0,0,12.765691290604371
5,0,0,0,0,1,0,0,0,0,0,7.052721049232323,0,0,0,11.904974309480183
5,0,0,0,0,1,0,0,0,0,0,6.762729506931879,0,0,0,11.824087219587643
5,0,0,0,0,1,0,0,0,0,0,6.994849985833071,0,0,0,11.964007453736912
7,0,0,0,0,1,0,0,0,0,0,7.4489161025442,0,0,0,12.141539457711714
6,0,0,0,0,1,0,0,0,0,0,7.374001859350161,0,0,0,12.08954444723597
4,0,0,0,0,1,0,0,0,0,0,7.7102051944325325,0,0,0,11.682676678340282
5,0,0,0,0,1,0,0,0,0,0,6.794586580876499,0,0,0,11.51293546492023
9,0,0,0,0,1,0,0,0,0,0,7.444248649496705,0,0,0,12.70351207261035
5,0,0,0,0,1,0,0,0,0,0,7.44600149832412,0,0,0,11.884495917930655
5,0,0,0,0,1,0,0,0,0,0,7.2399325913204695,0,0,0,11.816734299348461
8,0,0,0,0,1,0,0,0,0,0,7.704361167910313,0,0,1,12.498745990829315
6,0,0,0,0,1,0,0,0,0,0,7.317212408359839,0,0,0,11.915058360753719
5,0,0,0,0,1,0,0,0,0,0,6.829793737512425,0,0,0,11.719134432217524
6,0,0,0,0,1,0,0,0,0,0,7.428927194802272,0,0,0,12.058158312538197
6,0,0,0,0,1,0,0,0,0,0,6.974478911025045,0,0,0,11.947955847790901
5,0,0,0,0,1,0,0,0,0,0,7.232733136177615,0,0,0,12.013706813470414
5,0,0,0,0,1,0,0,0,0,0,7.336936913707618,0,0,0,11.685693195625964
6,0,0,0,0,1,0,0,0,0,0,7.493873886783559,0,0,0,11.849404844423074
4,0,0,0,0,1,0,0,0,0,0,6.858565034791365,0,0,0,11.575909653758895
5,0,0,0,0,1,0,0,0,0,0,7.714677473800927,0,0,0,11.870278179170796
9,0,0,0,0,1,0,0,0,0,0,7.768533300926033,0,0,0,13.323928581764989
5,0,0,0,0,1,0,0,0,0,0,7.1204443723924875,0,0,0,11.813037464800539
4,0,0,0,0,1,0,0,0,0,0,6.755768921984255,0,0,0,11.608244735642321
5,0,0,0,0,1,0,0,0,0,0,7.175489713624222,0,0,0,11.938199736300925
7,0,0,0,0,1,0,0,0,0,0,7.31986492980897,0,0,0,12.100717685412471
7,0,0,0,0,1,0,0,0,0,0,7.421177528595393,0,0,0,12.388398368982115
5,0,0,0,0,1,0,0,0,0,0,6.805722553416985,0,0,0,11.74006900564972
5,0,0,0,0,1,0,0,0,0,0,6.96979066990159,0,0,0,11.759793355371237
8,0,0,0,0,1,0,0,0,0,0,7.400620577371135,0,0,0,12.449022745701502
7,0,0,0,0,1,0,0,0,0,0,7.629489916393995,0,0,0,12.429220196836383
5,0,0,0,0,1,0,0,0,0,0,6.805722553416985,0,0,0,11.782960235741939
6,0,0,0,0,1,0,0,0,0,0,7.3031700512368,0,0,0,12.066816325306588
5,0,0,0,0,1,0,0,0,0,0,7.729735331385051,0,0,0,11.946660519211651
5,0,0,0,0,1,0,0,0,0,0,7.1459844677143876,0,0,0,11.874097282798648
5,0,0,0,0,1,0,0,0,0,0,6.923628628138427,0,0,0,11.385103457032141
5,0,0,0,0,1,0,0,0,0,0,7.602401335665818,0,0,0,11.884495917930655
6,0,0,0,0,1,0,0,0,0,0,7.110696122978827,0,0,0,12.065280672855897
4,0,0,0,0,1,0,0,0,0,0,6.996681488176539,0,0,0,11.225256725762893
2,0,0,0,0,1,0,0,0,0,1,6.175867270105761,0,0,0,10.471978128496518
4,0,0,0,0,1,0,0,0,0,0,7.114769448366463,0,0,0,11.813037464800539
7,0,0,0,0,1,0,0,0,0,0,7.662937850461535,0,0,0,12.380030154325457
6,0,0,0,0,1,0,0,0,0,0,7.254884810077338,0,0,0,12.081081821061819
6,0,0,0,0,1,0,0,0,0,0,7.451241684987676,0,0,0,12.211065162153215
5,0,0,0,0,1,0,0,0,0,0,7.696667081526462,0,0,0,11.890683588496984
6,0,0,0,0,1,0,0,0,0,0,7.183111701743281,0,0,0,12.043500773454495
6,0,0,0,0,1,0,0,0,0,0,7.388946097618437,0,0,0,12.170450649220749
6,0,0,0,0,1,0,0,0,0,0,7.430707082545968,0,0,0,12.242891437918386
5,0,0,0,0,1,0,0,0,0,0,7.027314514039777,0,0,0,12.07254696717504
8,0,0,0,0,1,0,0,0,0,0,7.772752716468742,0,0,0,12.560247968016562
7,0,0,0,0,1,0,0,0,0,0,7.590346945602565,0,0,0,12.07824495582233
8,0,0,0,0,1,0,0,0,0,0,7.489412083508719,0,0,0,12.373707715234994
7,0,0,0,0,1,0,0,0,0,0,7.71289096149013,0,0,0,12.310437165348775
8,0,0,0,0,1,0,0,0,0,0,7.2909747781429814,0,0,0,12.211065162153215
5,0,0,0,0,1,0,0,0,0,0,6.8308742346461795,0,0,0,11.674202123168433
9,0,0,0,0,1,0,0,0,0,0,7.552762084214147,0,0,0,12.676079399771027
7,0,0,0,0,1,0,0,0,0,0,7.313886831633462,0,0,0,12.154784614286667
7,0,0,0,0,1,0,0,0,0,0,7.635303886259415,0,0,1,12.396697137361691
4,0,0,0,0,1,0,0,0,0,0,6.617402977974478,0,0,0,11.288543647320601
7,0,0,0,0,1,0,0,0,0,0,7.0909098220799835,0,0,0,12.127575825689417
